summons_key,summons_date,offense_description,law_section_number,law_description,summons_category_type,age_group,sex,race,jurisdiction_code,boro,precinct_of_occur,x_coordinate_cd,y_coordinate_cd,latitude,longitude
206912661,2019-12-31T00:00:00.000,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,25-44,M,WHITE,0,NEW YORK,5,985337,200206,40.716204109000046,-73.99608027899995
206891055,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,BLACK,0,BROOKLYN,71,997674,181717,40.66544594900005,-73.95161349899996
206893477,2019-12-31T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,M,BLACK,0,BROOKLYN,69,1010488,175351,40.64794398200007,-73.90544914699996
206885896,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206886534,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206891047,2019-12-31T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,<18,M,BLACK,0,BROOKLYN,71,997674,181717,40.66544594900005,-73.95161349899996
206896356,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,90,994403,196048,40.70478562700004,-73.96338250199994
206894679,2019-12-31T00:00:00.000,IDLING OF VEHICLE,24-163,Administrative Code,TLC,45-64,F,BLACK,0,BROOKLYN,90,1000164,197539,40.70886958500005,-73.94260071699995
206890666,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,90,1001438,194908,40.70164572700002,-73.93801220099994
206885898,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206886531,2019-12-31T00:00:00.000,AGG. UNLICENSED OPER.,511,VTL,VTL,18-24,F,WHITE HISPANIC,0,BROOKLYN,84,989130,192790,40.69584765600007,-73.98240305199994
206886535,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206889515,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,75,1017302,182366,40.66717579500005,-73.880859591
206885903,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206882200,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,44,1004826,240324,40.82629366100008,-73.92565423099995
207528780,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,25-44,F,UNKNOWN,0,BROOKLYN,63,1005804,161486,40.60990012500002,-73.92237286099999
206922874,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,<18,M,BLACK,0,BRONX,44,1004949,242752,40.83295753700002,-73.92520230499997
206922872,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,0,BRONX,44,1004949,242752,40.83295753700002,-73.92520230499997
206889818,2019-12-31T00:00:00.000,PEDESTRIAN WALKING INTO TRAFFIC UNSAFELY,4-04(B)(2),,,45-64,M,BLACK,0,BROOKLYN,75,1015122,185421,40.67556895000007,-73.88870379199994
206896022,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BROOKLYN,90,994403,196048,40.70478562700004,-73.96338250199994
206890039,2019-12-31T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK,2,BROOKLYN,75,1021910,182503,40.66753342700008,-73.86424848999997
206885907,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206885902,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206882684,2019-12-31T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,18-24,M,AMERICAN INDIAN/ALASKAN NATIVE,0,BROOKLYN,79,1001343,188710,40.684633836000046,-73.93837054899994
206885892,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206885891,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206885890,2019-12-31T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,65+,M,WHITE HISPANIC,0,BRONX,52,1015551,254583,40.86539890500006,-73.88683508499997
206885900,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206891534,2019-12-31T00:00:00.000,AGG. UNLICENSED OPER.,511,VTL,VTL,25-44,M,WHITE HISPANIC,0,BROOKLYN,73,1006833,180150,40.66112625900007,-73.91860437199995
206896348,2019-12-31T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,M,BLACK HISPANIC,0,NEW YORK,30,999453,241204,40.82871989100005,-73.94506648099998
206881409,2019-12-31T00:00:00.000,FAIL TO MAINTAIN EMERGENCY LIGHTING,1006.3,,,45-64,F,BLACK HISPANIC,0,BRONX,41,1011153,235312,40.812520134000074,-73.90281300199997
206881410,2019-12-31T00:00:00.000,SALE TO A MINOR (UNDER 21),65(1),,,45-64,F,WHITE HISPANIC,0,BRONX,41,1011153,235312,40.812520134000074,-73.90281300199997
206881413,2019-12-31T00:00:00.000,OBSTRUCTS VEHICULAR OR PEDESTRIAN TRAFFIC,240.20(5),,,18-24,M,WHITE,0,NEW YORK,9,985661,203396,40.724959847000044,-73.99491083599996
206883647,2019-12-31T00:00:00.000,MAKES UNREASONABLE NOISE,240.20(2),,,18-24,M,WHITE,0,NEW YORK,9,985727,203571,40.72544016800003,-73.99467268299998
206885893,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206885895,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206885904,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206891060,2019-12-31T00:00:00.000,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,25-44,F,WHITE HISPANIC,0,BRONX,52,1017612,260457,40.88151367000006,-73.87935445799998
206886537,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206884581,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206890673,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,75,1014684,181686,40.66531873200007,-73.89029969999996
206893273,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,48,1015926,245838,40.84139516000005,-73.88552062199994
206892302,2019-12-31T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,M,BLACK,0,NEW YORK,9,988875,203909,40.72636681100005,-73.98331500399996
206890657,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,M,WHITE HISPANIC,2,BROOKLYN,90,1001414,195664,40.70372081700003,-73.93809683099995
206885901,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206890043,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,77,999655,185168,40.67491494800004,-73.94446493299995
206891046,2019-12-31T00:00:00.000,LOITERING (SCHOOL),240.35(5),Penal Law,LOITERING,45-64,M,BLACK,0,NEW YORK,28,997594,233025,40.80627383600006,-73.95180010799999
206891052,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,M,BLACK,0,BROOKLYN,71,997674,181717,40.66544594900005,-73.95161349899996
206891053,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,F,BLACK,0,BROOKLYN,71,997674,181717,40.66544594900005,-73.95161349899996
206896023,2019-12-31T00:00:00.000,PUBLIC URINATION,16-118(6),,,25-44,M,WHITE HISPANIC,2,BROOKLYN,90,995045,197201,40.70794958100004,-73.96106514499998
206897969,2019-12-31T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK,2,BROOKLYN,88,989315,192297,40.69449438100002,-73.981736271
206900410,2019-12-31T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,F,BLACK,0,STATEN ISLAND,120,959954,171893,40.63845805300008,-74.087543021
206901179,2019-12-31T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,45-64,M,WHITE,0,STATEN ISLAND,123,933894,140588,40.55242248300004,-74.18120698199994
206912633,2019-12-31T00:00:00.000,UNLICENSED VENDOR,17-307(A),,,45-64,M,ASIAN / PACIFIC ISLANDER,0,NEW YORK,5,985774,199751,40.71495517900007,-73.99450397999993
207586977,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,<18,M,UNKNOWN,0,BROOKLYN,63,1000176,167802,40.62724813400007,-73.94262768099996
206881411,2019-12-31T00:00:00.000,OTHER ABC,9999,ABC,OTHER ABC,18-24,M,WHITE HISPANIC,0,BRONX,41,1011153,235312,40.812520134000074,-73.90281300199997
206884578,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206888781,2019-12-31T00:00:00.000,UNREASONABLE NOISE; GENERAL,24-218(A),,,25-44,M,BLACK,0,NEW YORK,30,996959,237594,40.81881540500007,-73.95408520999997
206892300,2019-12-31T00:00:00.000,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,18-24,M,WHITE,0,NEW YORK,9,988875,203909,40.72636681100005,-73.98331500399996
206890668,2019-12-31T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,F,WHITE,0,STATEN ISLAND,122,961784,155572,40.59366512900005,-74.08089499399993
206882201,2019-12-31T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,M,BLACK,0,BROOKLYN,79,1001303,188977,40.68536676700006,-73.93851409799998
206885001,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206922458,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,0,BRONX,44,1004949,242752,40.83295753700002,-73.92520230499997
206886536,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206890667,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BROOKLYN,90,1001414,195664,40.70372081700003,-73.93809683099995
206884579,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206884580,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206891725,2019-12-31T00:00:00.000,POSSESSION OF ALCOHOL BY A MINOR,65-C,,,18-24,M,BLACK,0,BROOKLYN,77,998481,184923,40.67424444300008,-73.94869783199994
206884180,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,44,1004749,240880,40.827819901000055,-73.92593075599996
206885894,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206885905,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
206886533,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206886538,2019-12-31T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1032051,217053,40.762315800000074,-73.82744800199998
206890676,2019-12-31T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,M,BLACK,0,BROOKLYN,75,1014684,181686,40.66531873200007,-73.89029969999996
206893311,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,67,1003257,177086,40.65272464900005,-73.93150216299993
206896849,2019-12-31T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,71,997631,178916,40.65775788800004,-73.95177405399994
207571729,2019-12-31T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,BROOKLYN,79,998917,194082,40.69938308800005,-73.94710608999998
206891056,2019-12-31T00:00:00.000,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,F,BLACK,0,BROOKLYN,71,997674,181717,40.66544594900005,-73.95161349899996
206896021,2019-12-31T00:00:00.000,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,M,BLACK,0,BROOKLYN,67,1003705,176766,40.65184534600007,-73.92988853999998
206922873,2019-12-31T00:00:00.000,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,0,BRONX,44,1004949,242752,40.83295753700002,-73.92520230499997
206873612,2019-12-30T00:00:00.000,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,BRONX,46,1011009,248494,40.84870136600006,-73.90328062999998
206876120,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206876105,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876087,2019-12-30T00:00:00.000,OTHER VTL,9999,VTL,VTL,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876121,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206876083,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,90,994869,194280,40.69993233400004,-73.96170456199997
206876153,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876102,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876090,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206876097,2019-12-30T00:00:00.000,OTHER TRAFFIC REG,9999,ABC,OTHER ABC,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876140,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,1,983133,203600,40.725519819000056,-74.00403139799994
206876092,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206879241,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206876128,2019-12-30T00:00:00.000,OTHER NYS TRANSPORTATION,999,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206876147,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,1,983133,203600,40.725519819000056,-74.00403139799994
206880586,2019-12-30T00:00:00.000,RECKLESS DRIVING,1212,VTL,VTL,45-64,M,BLACK,0,BROOKLYN,67,1000925,172991,40.64148945800008,-73.93991657099998
206876135,2019-12-30T00:00:00.000,OTHER NYS TRANSPORTATION,999,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206879237,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206876142,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,1,983133,203600,40.725519819000056,-74.00403139799994
206880292,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
206888776,2019-12-30T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,M,BLACK HISPANIC,0,BROOKLYN,73,1007892,188611,40.68434703500003,-73.91475769099996
206881065,2019-12-30T00:00:00.000,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,18-24,M,BLACK,0,QUEENS,113,1042531,185340,40.67520860900004,-73.78989170399994
206879463,2019-12-30T00:00:00.000,SELL ALCOHOLIC BEVERAGES WITHOUT LICENSE,100-1,ABC,ABC,65+,M,WHITE HISPANIC,0,BROOKLYN,75,1020848,184622,40.67335405600004,-73.86806516999997
206876094,2019-12-30T00:00:00.000,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876109,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,985420,200180,40.71613273500003,-73.99578087599998
206876130,2019-12-30T00:00:00.000,OTHER NYS TRANSPORTATION,999,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,984150,215436,40.758006766000044,-74.00036240899993
206876155,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,1,982611,202413,40.72226170900007,-74.00591439799997
206912635,2019-12-30T00:00:00.000,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,M,WHITE HISPANIC,0,NEW YORK,5,986726,201919,40.72090560400005,-73.99106906899993
206873222,2019-12-30T00:00:00.000,"FIREWORKS, POSSESS/USE",270,Penal Law,FIREWORKS,18-24,M,WHITE HISPANIC,0,QUEENS,104,1015469,200175,40.71606401100007,-73.88738443299998
206879482,2019-12-30T00:00:00.000,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1006074,229358,40.79619205100005,-73.92118048899994
