arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude
206891076,2019-12-31T00:00:00.000,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,K,60,0,18-24,M,WHITE HISPANIC,990922,149184,40.576157300000034,-73.97598379999994
206882023,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,70,0,25-44,M,BLACK,996079,174395,40.64535093400008,-73.95737565299999
206890968,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,79,2,25-44,M,WHITE HISPANIC,997621,194157,40.699590998000076,-73.95177985899994
206890426,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,75,0,25-44,M,WHITE HISPANIC,1013301,186728,40.67916253100003,-73.89526309799999
206882029,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,33,0,18-24,M,WHITE HISPANIC,1001891,245600,40.84078110900003,-73.936245382
206888081,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,60,0,25-44,F,BLACK,988775,149400,40.57675153400004,-73.98371235299999
206883990,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,B,48,0,45-64,M,WHITE HISPANIC,1015582,252348,40.85926439900004,-73.88673345499996
206890439,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,Q,107,0,18-24,M,BLACK,1042215,203188,40.72419914300008,-73.79087730899995
206891597,2019-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,B,46,0,25-44,M,WHITE HISPANIC,1005992,249443,40.85131986700002,-73.92141156699995
206882738,2019-12-31T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,115,97,25-44,M,WHITE,1019253,215026,40.75681214000008,-73.87365707399994
206890972,2019-12-31T00:00:00.000,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,13,0,25-44,M,BLACK,991139,207207,40.73541754100006,-73.97514338899998
206889865,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,75,0,25-44,M,BLACK HISPANIC,1016920,188994,40.68536956400004,-73.88220444999997
206882020,2019-12-31T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,44,0,25-44,M,BLACK,1007657,243033,40.83372203900007,-73.91541553799993
206889584,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,90,0,18-24,F,BLACK HISPANIC,997966,197002,40.70739932800007,-73.95052984699998
206890974,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053A,F,M,9,2,25-44,F,BLACK,990294,203412,40.72500181100002,-73.97819586899993
206886633,2019-12-31T00:00:00.000,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,42,0,18-24,M,BLACK,1008691,238872,40.82229848500003,-73.91169413099993
206889270,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,46,0,18-24,F,WHITE HISPANIC,1013706,252409,40.85943828400008,-73.89351508899993
206890425,2019-12-31T00:00:00.000,698,"INCOMPETENT PERSON,KNOWINGLY ENDANGERING",120,ENDAN WELFARE INCOMP,PL 26025F0,F,B,43,0,25-44,F,BLACK,1022128,243069,40.83377064200005,-73.86312152599999
206892338,2019-12-31T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,84,0,25-44,M,WHITE HISPANIC,988175,190975,40.69086637500004,-73.98584805699994
206887606,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,WHITE HISPANIC,987220,212676,40.75043076800005,-73.98928217599996
206891814,2019-12-31T00:00:00.000,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,81,0,25-44,M,BLACK,1003208,187355,40.68091087200002,-73.93164987799997
206891619,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,S,120,0,<18,F,WHITE HISPANIC,959954,171893,40.63845805300008,-74.087543021
206891078,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,76,2,18-24,M,BLACK,982622,184999,40.67446433300007,-74.00587050099993
206883653,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,20,0,45-64,F,WHITE HISPANIC,989180,220914,40.77304109000005,-73.98220213699994
206886631,2019-12-31T00:00:00.000,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,25-44,M,WHITE HISPANIC,1013232,236725,40.816391847000034,-73.89529641399997
206891591,2019-12-31T00:00:00.000,507,"CONTROLLED SUBSTANCE, POSSESSI",117,DANGEROUS DRUGS,PL 2200602,F,B,52,0,18-24,M,BLACK HISPANIC,1017852,260301,40.88108458800008,-73.87848732899994
206886641,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,13,0,18-24,M,ASIAN / PACIFIC ISLANDER,988896,209962,40.74298079600004,-73.98323505999997
206886640,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,5,0,25-44,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676
206886637,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,71,0,18-24,F,BLACK,997453,181126,40.66382411700005,-73.95241126899998
206882739,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,105,0,25-44,M,BLACK,1052552,183734,40.670728871000044,-73.75378129199999
206890913,2019-12-31T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,52,0,25-44,M,BLACK HISPANIC,1012627,255339,40.86748377700008,-73.89740337199999
206890922,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,25,0,45-64,M,BLACK,999997,230635,40.79970998700002,-73.94312557099995
206882208,2019-12-31T00:00:00.000,112,MENACING 1ST DEGREE (VICT NOT,126,MISCELLANEOUS PENAL LAW,PL 120141H,F,Q,106,0,45-64,M,UNKNOWN,1028843,188006,40.682605696000046,-73.83922075699996
206890435,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,25,0,45-64,M,BLACK,999997,230635,40.79970998700002,-73.94312557099995
206893600,2019-12-31T00:00:00.000,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450501,F,M,14,0,18-24,M,WHITE,986588,212415,40.74971457800007,-73.99156326999997
206890926,2019-12-31T00:00:00.000,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,Q,103,0,25-44,M,BLACK,1041879,197084,40.707447364000075,-73.79214176799998
206882026,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,M,10,0,45-64,M,WHITE,985245,215560,40.75834705900007,-73.99640988599998
206886632,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,47,0,18-24,F,BLACK,1023530,264435,40.89240766300003,-73.85792989899994
206886050,2019-12-31T00:00:00.000,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,K,70,0,45-64,M,WHITE HISPANIC,996683,172472,40.64007188400007,-73.95520268299998
206889275,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,M,5,0,45-64,M,ASIAN / PACIFIC ISLANDER,986531,197880,40.70981956500003,-73.99177391599994
206889581,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,79,2,25-44,M,BLACK,998109,194098,40.69942830600007,-73.95002004299994
206890923,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,Q,103,0,25-44,M,BLACK,1037513,194902,40.70148565900007,-73.80790651999997
206886638,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,5,0,25-44,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676
206883997,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,105,0,25-44,M,BLACK,1057767,203993,40.726293088000034,-73.73476084899994
206882209,2019-12-31T00:00:00.000,462,UNAUTHORIZED USE VEHICLE 3,353,UNAUTHORIZED USE OF A VEHICLE,PL 1650501,M,Q,109,0,25-44,M,BLACK HISPANIC,1026719,221471,40.77446926700002,-73.84666765299994
206890978,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,S,120,0,18-24,F,BLACK,959954,171893,40.63845805300008,-74.087543021
206890424,2019-12-31T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,52,0,18-24,M,WHITE HISPANIC,1012528,253800,40.86326000900005,-73.89776780399995
206889589,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,28,0,45-64,M,BLACK HISPANIC,998954,233791,40.80837413600005,-73.94688582299993
206881421,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,10,0,45-64,M,BLACK,984456,215989,40.75952460900004,-73.99925785699998
206882635,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,73,0,25-44,M,WHITE,1007380,189081,40.68563842900005,-73.91660214699994
206888495,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,Q,103,0,25-44,M,WHITE HISPANIC,1042016,196143,40.70486365500005,-73.79165570199996
206888494,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,25,2,25-44,M,WHITE HISPANIC,1003681,229667,40.79704575800002,-73.92982230399997
206887256,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,69,0,18-24,M,BLACK,1008830,171255,40.63670610200006,-73.91143889899996
206884736,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,60,0,25-44,M,WHITE HISPANIC,990767,148872,40.57530103700003,-73.97654206499993
206891813,2019-12-31T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,K,79,0,25-44,M,BLACK,998156,187680,40.681812301000036,-73.94986378799997
206882736,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,24,0,45-64,M,BLACK,991075,227074,40.78994739900003,-73.97535415699997
206885157,2019-12-31T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,Q,109,0,25-44,M,BLACK,1032084,216954,40.762043893000055,-73.82732958099997
