,date,agency,final_incident_type,of_incidents_calculated,call_to_first_pickup,call_to_pd_calltaker_handoff,call_to_ems_pickup,call_to_agency_job_creation,call_to_agency_dispatch,call_to_agency_arrival,call_to_first_arrival_multi,median_pickup,median_calltaker_handoff,median_ems_pickup,median_ems_job_creation,median_dispatch,median_travel,median_cumulative_first,average_travel,average_dispatch,average_ems_processing,average_ems_pickup,average_calltaker_processing,average_pickup,call_to_fdny_pickup,call_to_fdny_job_creation,median_fdny_pickup,median_fdny_job_creation,average_fd_pickup,average_fd_processing
10,2019-06-24,NYPD (Non-CIP),Disorderly Person/Group/Noise,1297,4.28835774865073,165.509637625289,,,925.506553585197,3092.38858905166,3070.65073245952,3.0,140.0,,,261.0,1014.0,1700.0,36.1147005911077,12.6666152659985,,,2.68702133127731,0.071472629144179,,,,,,
11,2019-06-24,NYPD (Non-CIP),Dispute,4073,4.17137245273754,174.218266633931,,,963.20991897864,3506.79597348392,3483.11637613553,3.0,143.0,,,272.0,1110.0,1937.0,42.3931009084213,13.1498608724118,,,2.83411490301989,0.069522874212292,,,,,,
12,2019-06-24,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,233,4.54077253218884,157.596566523605,,,483.055793991416,2523.24034334764,1161.18025751073,3.0,137.0,,,119.0,1108.0,480.0,34.0030758226037,5.42432045779685,,,2.55092989985694,0.075679542203147,,,,,,
13,2019-06-24,NYPD (Non-CIP),Other Crimes (In Progress),2414,4.31731565865783,154.465202982601,,,470.952775476388,1148.5758077879,1146.20629660315,3.0,120.0,,,111.0,331.0,666.0,11.2937172051919,5.27479287489644,,,2.50246478873239,0.071955260977631,,,,,,
14,2019-06-24,NYPD (Non-CIP),Past Crime,2746,4.6034231609614,203.246904588492,,,1105.28186453023,4857.44901675164,4742.92061179898,3.0,174.0,,,334.0,2084.0,2979.5,62.5361192036902,15.0339159990289,,,3.31072469045885,0.076723719349357,,,,,,
15,2019-06-24,NYPD (Non-CIP),Police Officer/Security Holding Suspect,153,4.19607843137255,101.921568627451,,,524.738562091503,1892.28758169935,1892.28758169935,3.0,78.0,,,143.0,816.0,1359.0,22.7924836601307,7.04694989106754,,,1.62875816993464,0.069934640522876,,,,,,
16,2019-06-24,NYPD (Non-CIP),Possible Crimes,6752,4.30465047393365,151.289395734597,,,853.508145734597,3509.2619964455,3356.15817535545,3.0,118.0,,,260.0,1322.0,1939.0,44.262564178515,11.7036458333333,,,2.44885712875197,0.071744174565561,,,,,,
17,2019-06-24,NYPD (Non-CIP),Vehicle Accident,3030,4.63531353135314,172.374257425743,,,1075.65148514851,4876.97623762376,4774.18811881188,3.0,146.0,,,399.0,2394.5,3319.5,63.3554125412541,15.0546204620462,,,2.79564906490649,0.077255225522552,,,,,,
18,2019-06-17,EMS,1. Life Threating Med Emergencies,10169,4.0563477234733,70.7276035008359,78.6830563477235,121.532213918117,160.416265119481,568.935096863015,495.224210836857,3.0,77.0,15.0,38.0,84.0,361.5,440.5,6.80864719572557,1.42376012062805,0.68230242239486,0.160492673812568,1.11305438096175,0.067605795391222,,,,,,
19,2019-06-17,EMS,2. Non-Life Threatening Med Emergencies,15395,4.01214680090939,83.9827866190322,95.2817892714085,104.37700416802,216.395842806106,851.15024358558,725.443130886652,3.0,88.5,14.0,40.5,88.5,522.5,597.25,10.5792400129912,2.16134350979755,0.168435639276821,0.222442351412796,1.33495182418534,0.06686911334849,,,,,,
20,2019-06-17,FDNY,1. Structural Fires,223,4.02242152466368,50.4260089686099,,,121.179372197309,317.264573991031,312.829596412556,3.0,18.0,,,6.0,194.0,293.0,3.26808669656203,0.132660687593423,,,0.77339312406577,0.067040358744395,35.6301369863014,94.0958904109589,5.0,45.9999999,0.091248097412481,0.974429223744292
21,2019-06-17,FDNY,2. Non-Structural Fires,145,4.52413793103448,33.1172413793103,,,134.448275862069,378.11724137931,369.979310344828,3.0,18.0,,,7.0,231.0,321.0,4.06114942528736,0.162298850574713,,,0.476551724137931,0.075402298850575,35.9507042253521,124.478873239437,5.0,42.9999999,0.083333333333333,1.47546948356808
22,2019-06-17,FDNY,3. Medical Emergencies,3882,4.03735188047398,236.517774343122,75.5501996393612,231.225088013052,260.421174652241,554.827408552293,464.793405461103,3.0,121.5,5.0,52.0,6.0,270.0,408.0,4.90677056500086,0.398390005151984,2.0319766443414,0.094161085351194,3.8746737077108,0.0672891980079,,,,,,
23,2019-06-17,FDNY,4. Non-Medical Emergencies,2943,4.17804960924227,163.037037037037,,,227.059463132858,543.068637444784,508.283384301733,3.0,33.0,,,7.0,283.0,401.0,5.26681957186544,0.180462113489636,,,2.64764979046325,0.069634160154038,55.2313664596273,110.763198757764,5.0,44.9999999,0.087357660455487,0.925530538302277
24,2019-06-17,NYPD,1. Critical,1247,3.85645549318364,115.897353648757,,,212.551724137931,437.769045709703,418.386527666399,3.0,90.0,,,55.0,144.0,326.0,3.7536220261962,1.61090617481957,,,1.86734830259289,0.064274258219727,,,,,,
25,2019-06-17,NYPD,2. Serious,2523,4.00634165675783,119.013872374158,,,245.176773682124,572.940546967895,556.0150614348,3.0,90.0,,,65.0,198.0,408.0,5.46272955476285,2.10271502179945,,,1.91679217862333,0.066772360945964,,,,,,
26,2019-06-17,NYPD,3. Non-Critical,672,3.8764880952381,164.346726190476,,,449.001488095238,1094.05803571429,1090.10119047619,3.0,132.5,,,118.5,370.5,746.5,10.7509424603175,4.74424603174603,,,2.67450396825397,0.064608134920635,,,,,,
27,2019-06-17,NYPD (Non-CIP),Alarms,2575,3.92349514563107,128.494757281553,,,715.360388349515,3242.52116504854,3242.03067961165,3.0,111.0,,,277.0,1376.0,2039.0,42.1193462783172,9.78109385113269,,,2.07618770226537,0.065391585760518,,,,,,
28,2019-06-17,NYPD (Non-CIP),Disorderly Person/Group/Noise,1703,3.95889606576629,160.96359365825,,,774.186729301233,2616.26247798004,2604.24310041104,3.0,136.0,,,217.0,859.0,1499.0,30.70126247798,10.2203855940497,,,2.61674495987473,0.065981601096105,,,,,,
29,2019-06-17,NYPD (Non-CIP),Dispute,5746,3.9027149321267,168.938217890707,,,826.620431604595,3167.00904977376,3155.38983640794,3.0,138.0,,,213.0,1086.5,1781.0,39.006476969486,10.9613702285648,,,2.75059171597633,0.065045248868778,,,,,,
30,2019-06-17,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,323,4.85758513931889,164.736842105263,,,565.808049535604,2916.34674922601,1265.73374613003,3.0,136.0,,,118.0,1289.0,433.0,39.17564499484,6.68452012383901,,,2.66465428276574,0.080959752321981,,,,,,
31,2019-06-17,NYPD (Non-CIP),Investigate/Possible Crime,1,3.0,90.0,,,104.0,1259.0,1259.0,3.0,87.0,,,14.0,1155.0,1259.0,19.25,0.233333333333333,,,1.45,0.05,,,,,,
32,2019-06-17,NYPD (Non-CIP),Other Crimes (In Progress),3264,3.93535539215686,154.696384803922,,,438.689031862745,1104.6262254902,1098.08425245098,3.0,123.0,,,101.0,336.0,659.5,11.0989532271242,4.73321078431373,,,2.51268382352941,0.065589256535948,,,,,,
33,2019-06-17,NYPD (Non-CIP),Past Crime,3638,4.15035733919736,207.826003298516,,,953.916437603079,4472.90929081913,4376.70725673447,3.0,173.0,,,277.0,1951.5,2713.5,58.6498808869342,12.4348405717427,,,3.39459409932197,0.069172622319956,,,,,,
34,2019-06-17,NYPD (Non-CIP),Police Officer/Security Holding Suspect,176,4.1875,95.6761363636364,,,533.863636363636,1779.73863636364,1733.44886363636,3.0,75.0,,,134.5,733.0,1204.5,20.7645833333333,7.303125,,,1.52481060606061,0.069791666666667,,,,,,
35,2019-06-17,NYPD (Non-CIP),Possible Crimes,8944,3.93101520572451,148.34481216458,,,782.00883273703,3382.23714221825,3263.00849731664,3.0,114.0,,,227.0,1287.0,1849.0,43.3371384913536,10.5610670095408,,,2.40671958855098,0.065516920095409,,,,,,
36,2019-06-17,NYPD (Non-CIP),Vehicle Accident,3929,4.2308475439043,170.951387121405,,,934.873250190888,4379.88292186307,4313.53830491219,3.0,144.0,,,324.0,2202.0,3086.0,57.416827861203,12.7320310511581,,,2.77848052939679,0.070514125731738,,,,,,
37,2019-06-10,EMS,1. Life Threating Med Emergencies,9839,3.95649964427279,71.0617948978555,78.5518768845073,122.492366686994,160.477690822238,566.476267913406,492.231121048887,3.0,75.5,15.0,38.5,84.5,363.25,445.25,6.76664295151946,1.40002540908629,0.676613476979368,0.152689975268489,1.12047802961006,0.06594166073788,,,,,,
38,2019-06-10,EMS,2. Non-Life Threatening Med Emergencies,15146,3.91060345965932,89.2068532945992,99.9457254940798,124.730550420353,210.33758087944,817.718473524363,701.127888551433,3.0,88.0,14.0,41.5,88.0,507.0,584.0,10.1230148774154,1.96712113209208,0.423247061930543,0.214422949953783,1.42352766406972,0.065176724327655,,,,,,
39,2019-06-10,FDNY,1. Structural Fires,244,3.80327868852459,74.6475409836066,,,135.52868852459,338.594262295082,309.217213114754,3.0,17.0,,,6.5,194.5,283.0,3.3844262295082,0.133128415300546,,,1.1719262295082,0.063387978142077,31.965811965812,81.9102564102564,5.0,44.9999999,0.086823361823362,0.832407407407407
40,2019-06-10,FDNY,2. Non-Structural Fires,152,3.55263157894737,34.7236842105263,,,99.8815789473684,365.822368421053,355.157894736842,3.0,17.0,,,7.0,250.0,342.0,4.43234649122807,0.165679824561404,,,0.519517543859649,0.05921052631579,36.84,87.7933333333333,5.0,45.9999999,0.083333333333333,0.849222222222222
41,2019-06-10,FDNY,3. Medical Emergencies,3672,3.89814814814815,233.58660130719,76.1062091503268,228.35462622549,260.595588235294,547.990740740741,468.835784313725,3.0,123.0,5.0,53.0,6.0,269.0,408.0,4.78991920842411,0.450149782135076,1.76289034132171,0.098883442265795,3.82814088598402,0.064969135802469,,,,,,
42,2019-06-10,FDNY,4. Non-Medical Emergencies,2542,3.88945712037766,136.54602675059,,,200.030291109363,518.257671125098,478.147521636507,3.0,35.0,,,7.0,279.0,400.0,5.30378966692893,0.200780225544191,,,2.21094282717021,0.064824285339628,56.6863985539991,110.43289652056,5.0,45.9999999,0.088966711854195,0.895774966109354
43,2019-06-10,NYPD,1. Critical,1184,3.90962837837838,119.65625,,,214.017736486486,434.023648648649,417.157094594595,3.0,93.0,,,53.0,141.5,319.0,3.6667652027027,1.57269144144144,,,1.92911036036036,0.065160472972973,,,,,,
44,2019-06-10,NYPD,2. Serious,2532,3.84399684044234,114.651263823065,,,232.408372827804,555.855845181675,529.977093206951,3.0,87.0,,,67.0,196.0,405.0,5.39079120589784,1.96261848341232,,,1.84678778304371,0.064066614007372,,,,,,
45,2019-06-10,NYPD,3. Non-Critical,650,3.72,173.566153846154,,,475.872307692308,1266.83692307692,1259.72153846154,3.0,142.5,,,107.5,352.0,689.5,13.1827435897436,5.0384358974359,,,2.83076923076923,0.062,,,,,,
46,2019-06-10,NYPD (Non-CIP),Alarms,2362,3.82049110922947,123.414902624894,,,738.295088907705,3297.49872988992,3297.49872988992,3.0,104.0,,,282.0,1350.5,2006.0,42.6533940163703,10.2480031047135,,,1.99324019192774,0.063674851820491,,,,,,
47,2019-06-10,NYPD (Non-CIP),Disorderly Person/Group/Noise,1749,3.7770154373928,165.483704974271,,,763.96397941681,2560.67867352773,2551.17438536306,3.0,142.0,,,222.0,836.0,1489.0,29.9452449018487,9.97467124070898,,,2.6951114922813,0.06295025728988,,,,,,
48,2019-06-10,NYPD (Non-CIP),Dispute,5570,3.73698384201077,167.28868940754,,,840.762298025135,3153.19174147217,3131.02926391382,3.0,137.0,,,229.0,1025.5,1743.5,38.5404907241173,11.2245601436266,,,2.72586175942549,0.062283064033513,,,,,,
49,2019-06-10,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,291,3.98969072164948,158.151202749141,,,452.213058419244,2753.51546391753,1350.15807560137,3.0,130.0,,,93.0,1268.0,444.0,38.355040091638,4.90103092783505,,,2.56935853379152,0.066494845360825,,,,,,
50,2019-06-10,NYPD (Non-CIP),Investigate/Possible Crime,3,8.0,140.333333333333,,,1667.66666666667,2714.66666666667,2714.66666666667,4.0,125.0,,,2021.0,1347.0,2114.0,17.45,25.4555555555556,,,2.20555555555556,0.133333333333333,,,,,,
51,2019-06-10,NYPD (Non-CIP),Other Crimes (In Progress),3169,3.86967497633323,156.4872199432,,,410.653202903124,1114.02997791101,1108.81066582518,3.0,126.0,,,101.0,333.0,653.0,11.7229462501315,4.23609971599874,,,2.54362574944778,0.064494582938887,,,,,,
52,2019-06-10,NYPD (Non-CIP),Past Crime,3514,3.87905520774047,204.115537848606,,,965.916334661355,4365.94023904382,4259.42686397268,3.0,171.0,,,291.0,1996.5,2763.5,56.6670650730412,12.6966799468792,,,3.33727471068109,0.064650920129008,,,,,,
53,2019-06-10,NYPD (Non-CIP),Police Officer/Security Holding Suspect,183,4.15846994535519,102.180327868852,,,585.939890710383,1920.7650273224,1908.39890710383,3.0,79.0,,,138.0,781.0,1239.0,22.2470856102004,8.06265938069217,,,1.63369763205829,0.069307832422587,,,,,,
54,2019-06-10,NYPD (Non-CIP),Possible Crimes,8442,3.77635631366975,147.341388296612,,,789.433665008292,3530.33676853826,3417.37206823028,3.0,112.0,,,243.0,1314.0,1923.5,45.6817183921662,10.7015379451947,,,2.39246426597173,0.062939271894496,,,,,,
55,2019-06-10,NYPD (Non-CIP),Vehicle Accident,3842,3.94065590838105,168.504424778761,,,967.373243102551,4498.7316501822,4413.58198854763,3.0,142.0,,,340.0,2180.0,3020.5,58.8559734513274,13.3144803053965,,,2.742729481173,0.065677598473018,,,,,,
56,2019-06-03,EMS,1. Life Threating Med Emergencies,10306,4.07092955559868,69.2021152726567,77.4814792353969,110.962309576945,161.629245099942,577.843198137008,496.368038036095,3.0,77.5,16.0,38.0,85.5,361.5,448.5,6.93689921728443,1.48434730577657,0.551068956594864,0.165465101235526,1.08737628565884,0.067848825926645,,,,,,
57,2019-06-03,EMS,2. Non-Life Threatening Med Emergencies,15067,4.04977765978629,82.8044733523595,95.2007090551094,103.436704940156,260.937877480587,914.623083560098,774.810645782173,3.0,88.5,15.0,41.0,94.5,529.5,615.5,10.8947534346585,2.87890090927192,0.123649919249574,0.240738036769098,1.31445543240194,0.067496294329772,,,,,,
58,2019-06-03,FDNY,1. Structural Fires,229,3.74235807860262,392.851528384279,,,457.524017467249,656.423580786026,653.554585152838,3.0,16.0,,,7.0,193.0,277.0,3.31499272197962,0.133478893740902,,,6.48515283842795,0.062372634643377,33.0657894736842,84.8245614035088,5.0,48.0,0.085891812865497,0.862646198830409
59,2019-06-03,FDNY,2. Non-Structural Fires,164,4.34756097560976,565.073170731707,,,629.871951219512,894.987804878049,883.262195121951,4.0,17.0,,,7.0,244.0,329.5,4.41859756097561,0.140548780487805,,,9.34542682926829,0.072459349593496,35.1225806451613,88.8516129032258,5.0,46.9999999,0.098494623655914,0.895483870967742
60,2019-06-03,FDNY,3. Medical Emergencies,3830,4.14934725848564,249.787989556136,77.3355036988687,244.259644255875,277.751958224543,567.162402088773,480.450391644909,3.0,123.0,5.0,52.0,6.0,269.0,411.0,4.82350739773716,0.466066144473455,2.10032201914708,0.095752828546562,4.0939773716275,0.069155787641427,,,,,,
61,2019-06-03,FDNY,4. Non-Medical Emergencies,2596,4.14637904468413,142.633667180277,,,209.167950693374,527.785439137134,488.178351309707,3.0,33.0,,,7.0,280.0,402.5,5.31029147406266,0.193823831535696,,,2.30812146892655,0.069106317411402,54.5475113122172,113.715384615385,5.0,45.9999999,0.088778280542986,0.986131221719457
62,2019-06-03,NYPD,1. Critical,1157,4.07605877268799,120.025064822818,,,210.728608470182,421.604148660328,410.805531547105,3.0,91.0,,,55.0,130.0,317.0,3.51459233650245,1.51172572745606,,,1.93248343416883,0.067934312878133,,,,,,
63,2019-06-03,NYPD,2. Serious,2501,4.05757696921232,120.075969612155,,,240.90243902439,590.079168332667,565.537784886046,3.0,92.0,,,68.0,198.0,407.0,5.81961215513794,2.01377449020392,,,1.93363987738238,0.067626282820205,,,,,,
64,2019-06-03,NYPD,3. Non-Critical,673,3.96879643387816,167.830609212481,,,442.717682020802,1221.74591381872,1208.24219910847,3.0,137.0,,,121.0,368.0,750.0,12.9838038632987,4.58145121347202,,,2.73103021297672,0.066146607231303,,,,,,
65,2019-06-03,NYPD (Non-CIP),Alarms,2352,3.9906462585034,125.324829931973,,,730.253401360544,3358.92176870748,3358.25807823129,3.0,107.0,,,278.5,1414.0,2089.5,43.8111394557823,10.0821428571429,,,2.02223639455782,0.066510770975057,,,,,,
66,2019-06-03,NYPD (Non-CIP),Disorderly Person/Group/Noise,1847,4.17866811044938,166.752571737953,,,778.597184623714,2748.278830536,2741.17162966973,3.0,143.0,,,236.0,934.0,1608.0,32.8280274318715,10.1974102147627,,,2.70810323046382,0.06964446850749,,,,,,
67,2019-06-03,NYPD (Non-CIP),Dispute,5593,4.03021634185589,171.469694260683,,,822.776685142142,3139.35937779367,3105.25031289111,3.0,143.0,,,224.0,1018.0,1748.0,38.6097115441921,10.855116514691,,,2.79065796531379,0.067170272364265,,,,,,
68,2019-06-03,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,315,4.41587301587302,153.031746031746,,,433.977777777778,2466.72698412698,1221.68253968254,3.0,130.0,,,101.0,1257.0,450.0,33.8791534391534,4.68243386243386,,,2.47693121693122,0.073597883597884,,,,,,
69,2019-06-03,NYPD (Non-CIP),Investigate/Possible Crime,2,23.5,215.5,,,1100.0,2602.5,2602.5,23.5,192.0,,,884.5,1502.5,2602.5,25.0416666666667,14.7416666666667,,,3.2,0.391666666666667,,,,,,
70,2019-06-03,NYPD (Non-CIP),Other Crimes (In Progress),3445,4.04992743105951,151.907982583454,,,406.586647314949,1081.36400580552,1073.30333817126,3.0,121.0,,,102.0,326.0,642.0,11.2462893081761,4.24464441219158,,,2.46430091920658,0.067498790517658,,,,,,
71,2019-06-03,NYPD (Non-CIP),Past Crime,3392,4.08903301886792,204.923349056604,,,958.047464622642,4451.15742924528,4349.61527122642,3.0,173.0,,,273.5,1895.0,2641.0,58.2184994103774,12.5520685927673,,,3.34723860062893,0.068150550314465,,,,,,
72,2019-06-03,NYPD (Non-CIP),Police Officer/Security Holding Suspect,200,4.29,106.485,,,480.195,1661.77,1661.26,3.0,82.0,,,140.5,825.5,1194.5,19.6929166666667,6.2285,,,1.70325,0.0715,,,,,,
73,2019-06-03,NYPD (Non-CIP),Possible Crimes,8775,3.99031339031339,149.379259259259,,,783.879088319088,3394.67008547009,3285.06757834758,3.0,114.0,,,230.0,1260.0,1861.0,43.51318328585,10.5749971509972,,,2.42314909781576,0.06650522317189,,,,,,
74,2019-06-03,NYPD (Non-CIP),Vehicle Accident,3820,4.11230366492147,172.719633507853,,,1007.72486910995,4615.75654450262,4522.38926701571,3.0,144.0,,,354.0,2324.5,3140.0,60.1338612565445,13.9167539267016,,,2.81012216404887,0.068538394415358,,,,,,
75,2019-05-27,EMS,1. Life Threating Med Emergencies,10171,4.09212466817422,64.4603283846229,72.3734228033952,98.3338064923147,160.086717136958,578.125356405467,499.086717136958,3.0,71.5,15.5,38.0,87.0,364.25,437.5,6.96731065447514,1.52065513060007,0.393810834726182,0.156554583292367,1.00829482515649,0.068202077802904,,,,,,
76,2019-05-27,EMS,2. Non-Life Threatening Med Emergencies,14782,4.01150047354891,75.7272358273576,87.3589289338385,72.6063807896992,282.137193884454,947.404140170478,794.818563117305,3.0,85.0,15.0,40.5,95.0,541.25,597.25,11.0877824381004,3.34556442520182,-0.252137735083209,0.224839895368241,1.19734361610968,0.066858341225815,,,,,,
77,2019-05-27,FDNY,1. Structural Fires,231,3.96536796536797,64.7489177489177,,,129.805194805195,324.229437229437,321.705627705628,3.0,18.0,,,7.0,187.0,279.0,3.24040404040404,0.131313131313131,,,1.01305916305916,0.066089466089466,33.0350877192982,85.9649122807018,5.0,49.0,0.083333333333333,0.882163742690058
78,2019-05-27,FDNY,2. Non-Structural Fires,148,3.72972972972973,64.4189189189189,,,128.162162162162,391.540540540541,380.155405405405,3.0,17.0,,,7.0,251.0,344.5,4.38963963963964,0.162837837837838,,,1.01148648648649,0.062162162162162,37.6783216783217,88.5384615384615,5.0,41.9999999,0.083333333333333,0.847668997668998
79,2019-05-27,FDNY,3. Medical Emergencies,3919,4.05613676958408,260.135238581271,74.3307178702049,254.420680233053,287.921408522582,576.861699413116,494.835417198265,3.0,122.0,5.0,54.0,6.0,270.0,412.0,4.81567151484222,0.463102832355193,2.24702305009781,0.089312749851153,4.26798503019478,0.067602279493068,,,,,,
80,2019-05-27,FDNY,4. Non-Medical Emergencies,2746,4.06554989075018,147.76365622724,,,209.019300801165,527.848142753095,490.831755280408,3.0,30.0,,,7.0,278.0,399.0,5.31381403253217,0.173937848992474,,,2.39407623209517,0.067759164845836,52.8824262567511,105.571665974242,5.0,45.9999999,0.088124913446891,0.878153995291511
81,2019-05-27,NYPD,1. Critical,1152,4.06857638888889,113.631944444444,,,205.479166666667,407.907986111111,398.192708333333,3.0,82.0,,,57.0,135.5,313.5,3.37381365740741,1.53078703703704,,,1.82605613425926,0.067809606481481,,,,,,
82,2019-05-27,NYPD,2. Serious,2657,4.05494919081671,112.44900263455,,,245.911930748965,576.665412118931,548.907790741438,3.0,85.0,,,68.0,201.0,409.0,5.51255802283277,2.22438213524025,,,1.80656755739556,0.067582486513612,,,,,,
83,2019-05-27,NYPD,3. Non-Critical,687,4.24163027656477,160.206695778748,,,524.096069868996,1295.66957787482,1279.3114992722,3.0,134.0,,,119.0,363.0,687.0,12.8595584667637,6.06482290150412,,,2.59941775836972,0.070693837942746,,,,,,
84,2019-05-27,NYPD (Non-CIP),Alarms,2435,3.94127310061602,120.910472279261,,,714.162217659138,3115.25133470226,3113.0045174538,3.0,104.0,,,281.0,1285.0,1919.0,40.0181519507187,9.88752908966461,,,1.94948665297741,0.065687885010267,,,,,,
85,2019-05-27,NYPD (Non-CIP),Disorderly Person/Group/Noise,1747,4.10360618202633,160.068116771608,,,735.791070406411,2603.9118488838,2580.65827132227,3.0,139.0,,,239.0,858.0,1488.0,31.1353463079565,9.59538256058004,,,2.59940850982637,0.068393436367106,,,,,,
86,2019-05-27,NYPD (Non-CIP),Dispute,5696,4.00544241573034,162.925561797753,,,830.781952247191,3079.59058988764,3054.74648876404,3.0,136.0,,,225.5,987.0,1686.0,37.4801439606742,11.130939840824,,,2.64866865636704,0.066757373595506,,,,,,
87,2019-05-27,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,257,4.37354085603113,152.381322957198,,,477.412451361868,2520.03112840467,1191.47859922179,3.0,126.0,,,98.0,1153.0,439.0,34.04364461738,5.41718547341115,,,2.46679636835279,0.072892347600519,,,,,,
88,2019-05-27,NYPD (Non-CIP),Investigate/Possible Crime,4,3.5,101.75,,,609.5,3872.75,3872.75,4.0,86.0,,,75.5,2399.0,2541.5,54.3875,8.4625,,,1.6375,0.058333333333333,,,,,,
89,2019-05-27,NYPD (Non-CIP),Other Crimes (In Progress),3469,4.02219659844336,146.273854136639,,,418.307004900548,1096.23810896512,1088.44249063131,3.0,116.0,,,105.0,323.0,636.0,11.2988517344095,4.53388584606515,,,2.37086095896992,0.067036609974056,,,,,,
90,2019-05-27,NYPD (Non-CIP),Past Crime,3342,4.08797127468582,197.81657690006,,,913.269299820467,4367.27737881508,4251.57091561939,3.0,167.0,,,268.0,1892.5,2634.0,57.5668013165769,11.9242120486734,,,3.22881009375623,0.068132854578097,,,,,,
91,2019-05-27,NYPD (Non-CIP),Police Officer/Security Holding Suspect,190,4.42631578947368,103.094736842105,,,479.105263157895,1647.40526315789,1644.99473684211,3.0,83.0,,,128.0,681.5,1228.5,19.4716666666667,6.26684210526316,,,1.64447368421053,0.073771929824561,,,,,,
92,2019-05-27,NYPD (Non-CIP),Possible Crimes,8773,4.01550210874273,143.058702838254,,,779.582582924883,3289.14191268665,3183.99293286219,3.0,110.0,,,225.0,1254.0,1845.0,41.8259888293628,10.6087313347772,,,2.31702382309358,0.066925035145712,,,,,,
